Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepig,linens,linecpa,linebemiss,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,linegabrielle,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,lineupset,lineself,linejohns,linegrn,linecoff,linensr,lineesp,linereister,linetsr,linetsrslots,linelog,linevia,linebenson,linemed,linekerns,linejens,lineash,linehollo,lineburd,linerout,linedok,linetsrelo,linest,linecovers,lineharm,lineherald,linewhatif,linewann,linetsr4,linedwig,linestd,week,hscore,rscore
Kansas City,Tennessee,-3.5,-1.76,0.25,-2,1.04,-1.47,-3,2.9,4.75,-2.4,-2.98,-5.94,3.17,-3.86,-1.59,-0.33,-4,-2.14,0.01,-6.75,-5.62,-1,-3,-0.28,-2,-1.27,-2.33,1.15,-0.5,-4,-5.9,,-1.36,-1.3,-0.84,-0.23,-2.7,-9,-1.04,-1.39,-2.7,,-7,-1.32,-0.1,-1.4,0.01,-1.71,-5.9,-0.18,-1.26,-1.73,-0.4,5.14,,0.5,9.26,-0.61,-3.11,-0.5,2.603207871,15,17,26
Miami,Baltimore,-3,-0.7,-3.51,-4,-0.22,-0.94,-1,-2.14,5.43,-4.2,-1.72,1.8,2.16,-0.53,-0.22,1.01,-4,-0.99,2.5,4.03,-0.38,-4,-2.5,0.59,-1,-9.1,2.78,-1.15,-0.83,-3,-4.1,,-0.16,-1,-2.74,-4.15,-2.3,4,-0.28,2.62,-1.34,,-2.93,-1,-2.6,-1.4,-1,-1.06,-3.6,0.86,0.1,-12.11,-1.5,5.37,,-3.3,-7.72,-0.66,0.99,2.8,2.8105392027,15,22,16
Minnesota,Chicago,10,6.09,9.24,6,7.19,8.52,9,8.03,11.88,6.5,9.48,12.84,6.68,8.76,10.45,7.01,10,8.42,5,6.97,7.88,9,10,8.91,5,4.73,7.47,6.14,9.56,10,7.9,,7.24,6.4,6.83,1.01,11.8,12,8.48,8.65,4.12,,15,8.63,10.9,10,5,9.54,18.3,7.89,1.26,7.32,-1.7,-0.79,,18.3,13.83,9.87,9.45,9.7,3.6645143091,15,20,13
N.Y. Giants,Washington,4.5,6.99,3.63,5,2.52,4.71,8,7.02,6.45,0.4,4.77,8.68,6.24,4.67,5.11,4.54,7,3.16,7,8.25,-2.45,6,4.5,5.53,3,7.55,6.5,6.51,7.82,4.5,3.3,,3.24,3.5,5.79,7.02,5.2,8,3.3,-1.31,6.82,,3.12,4.95,4.9,4.5,6,4.16,5.8,4.89,4.87,9.07,-0.6,-1.05,,1.6,-1.4,4.03,-2.92,6.1,2.512625728,15,10,22
New England,N.Y. Jets,21,29.1,14.93,29,24.53,22.84,21,21.6,23.54,31,22.03,24.78,23.79,18.01,22.96,16.09,19,18.32,26.5,26,15.01,25,21,28.89,10,31.01,27.52,20.11,27.38,24.5,27.7,,21.14,23.8,25.81,18.53,16,26,29.45,32.59,18.95,,30,24.05,34.9,18.8,18,30.38,22.5,19.46,24.1,35.83,9,-9.79,,19.9,25.18,28.94,30.66,31.9,7.7854713973,15,20,10
New Orleans,Arizona,3.5,1.84,1.85,4,4.24,4.39,6,4.45,7.34,5.3,5.08,9.63,5.33,3.59,4.89,4.05,2,7.94,1,4.5,-1.68,9,3.5,4.95,3,2.76,0.86,2.7,5.32,3.5,2.2,,3.94,2.8,3.58,2.37,5,3,3.75,0.49,5.55,,2.4,4.14,2.3,6.4,6,5.22,9.9,4.53,3.69,2.46,1.4,3.19,,5.9,6.49,5.36,-1.14,4.4,2.2673818037,15,31,24
Oakland,Indianapolis,-10.5,-12.75,-8.96,-15,-17.51,-11.7,-11,-10.47,-6.46,-21.3,-14.04,-15.28,-3.22,-10.57,-11.31,-5.26,-10,-14.88,-10,-17.25,-21.57,-16,-10.5,-13.25,-3,-12.18,-13.72,-10.51,-8.71,-10.5,-16.8,,-11.06,-12.3,-12.39,-12.05,-8.9,-7,-15.34,-23.17,-12.72,,-19.5,-12.35,-23.6,-12.7,-10,-16.16,-16.3,-6.93,-6.01,-14.19,-5.8,9.51,,-6.4,-17.97,-14.74,-22.49,-15.1,5.7417615105,15,14,21
Pittsburgh,Jacksonville,3.5,-0.08,4.71,2,6.44,2.27,0.01,3.57,9.53,-2.3,-2.87,-4.36,10.55,4.96,-2.03,4.54,3,3.34,3.5,1,2.99,2,3.5,4.19,1.5,-1.34,1.45,2.52,-0.39,4,3.1,,2.54,1,2.61,4.24,-1.5,3,4.51,5.72,-2.25,,3.53,2.53,4.9,1,4,5.11,-5.1,5.09,3.25,-1.96,6.3,2.11,,-2.6,8.45,2.68,4.9,-1.7,3.3657897272,15,22,29
San Diego,Detroit,9.5,7.36,6.8,9,14.03,9.11,10,14.51,12.92,9.5,6.9,11.4,11.15,8.26,8.15,6.95,10,8.54,8.5,3.28,20.3,15,9.5,10.5,3,5.64,9.27,11.07,9.66,11,8,,6.14,6,7.55,12.42,8.2,9,9.94,19.59,5.06,,17,9.34,10.2,9.4,11,11.09,10.4,7.98,6.72,7.13,6.6,-0.94,,15.6,9.69,10.51,22.96,11.1,3.6731293895,15,51,14
San Francisco,Cincinnati,-8,-4.77,-5.93,-7,-14.02,-6,-4,-6.32,-2.31,-5.1,-7.4,-5.17,3.14,-6.32,-6.87,-2.25,-6,-8.17,-5,-8.25,-4.59,-5,-8,-6.7,-1.5,-2.35,-7.77,-4.6,-5.5,-9.5,-9.4,,-7.26,-7.2,-6.02,-2.73,-6.1,-4,-10.66,-11.75,-3.3,,-14.5,-6.02,-6.9,-9.6,-5,-7.95,-10.9,-2.52,-2.76,-4.44,-6.8,5.78,,-9.2,-4.76,-10.04,-12.7,-8.9,3.6045481263,15,20,13
St. Louis,Green Bay,-8.5,-16.85,-6.66,-17,-16.96,-12.32,-7,-8.6,-6.03,-19.9,-13.72,-17.49,-1.54,-12.57,-13.55,-6.26,-10,-19.36,-13,-14,-23.42,-10,-9,-17.86,-3.5,-16.71,-17.1,-7.3,-11.47,-8,-19.2,,-15.66,-16.4,-17.05,-6.92,-8.7,-7,-21.22,-21.47,-16.56,,-10.99,-13.28,-25.1,-14.7,-7,-16.8,-15.3,-8.09,-8.24,-18.68,-4.1,8.65,,-3.2,-11.49,-19.48,-19.94,-17.6,6.4343678693,15,14,33
Tampa Bay,Atlanta,13,11.74,8.5,11,11.71,12.48,12,11.79,16.23,15.3,14.26,15.88,8.66,13.14,13.6,9.16,13,14.85,11.5,13,19.11,13,13,15.46,4,10.47,13.47,11.95,13.92,14,12.7,,12.54,11.8,13.07,5.12,11.1,9,14.58,16.02,8.6,,17.5,13,15.5,14.8,8,15.3,17.3,10.55,10.45,12.44,2.5,-3.03,,14.8,15.39,15.81,15.89,17.2,4.0997676169,15,37,3
Arizona,Atlanta,10,6.82,5.2,8,8.93,9,10,10.61,12.59,4.3,12.04,14.71,9.1,9.33,9.96,8.76,8,7.92,8,7.34,2.58,13,10,9.54,4.5,4.84,9.74,9.2,9.75,10.5,10.4,5.35,6.94,7.1,8.31,4.1,10.2,8,9.26,9.53,1.55,,15,9.01,9.9,10.4,5,10.19,17.6,8.5,5.62,5.93,2.6,5.49,,7.2,11.96,,4.86,12.9,3.0839835394,16,30,27
Buffalo,N.Y. Giants,-2.5,-2.67,-3.54,-2,-1.65,-0.36,2,0.1,5.52,0.4,-0.26,-1.13,5.16,-3.32,-0.8,-0.3,-1,-4.22,-2,-6.49,-7.67,3,-2.5,-0.62,0.5,-3.12,-2.33,1.47,-1.48,-3,0.6,0.16,-0.36,-1.6,-1.65,-2.87,2.2,3,-2.19,-8.78,-5.08,,3,-0.71,-7.5,1.8,-1,-1.01,6.8,-0.31,-1.09,-3.1,-3.4,0.46,,3,-1.08,,-5.06,0.1,2.716376765,16,21,38
Carolina,Dallas,-10.5,-13.05,-12.25,-12,-18.14,-10.93,-7,-9.4,-9.7,-10.8,-9.5,-10.02,-8.02,-9.47,-15,-4.96,-8,-16.05,-13.5,-17.56,-22.88,-11,-10.5,-13.22,-3,-11.97,-14.59,-9.86,-10.77,-13,-16.5,-5.6,-11.86,-12.6,-11.94,-5.54,-4.7,-8,-17.1,-20.89,-11.66,,-14,-10.9,-20.8,-12,-5,-13.04,-8.6,-6.39,-4.89,-14.56,-9.8,-3.79,,-12.8,-15.62,,-21.59,-15.9,4.3535289863,16,13,20
Chicago,Green Bay,-7.5,-8.51,-7.29,-9,-9.78,-7.93,-7,-7.23,-6.5,-7.4,-9.86,-13.41,-5.93,-8.27,-8.78,-3.98,-9,-9.44,-4.5,-5.19,-20.17,-8,-7.5,-8.01,-2,-8.84,-8.27,-4.91,-6.35,-9,-15.6,-3.56,-7.16,-7.8,-9.14,-1.35,-7.6,-11,-9.85,-18.44,-8.51,,-9.49,-8.14,-15.5,-8.3,-3,-9.25,-13.4,-5.16,-3.47,-11.98,-4.7,-3.96,,-9.2,-10.63,,-19.78,-8.5,3.5199980863,16,35,7
Cincinnati,Cleveland,-2.5,-2.85,0.92,-2,0.82,-0.75,0.01,1.62,4.14,-0.6,-2.4,-4.31,2.76,0.26,-1.13,1.77,-1,0.76,1,-5.25,5.66,3,-2.5,-0.41,1.5,-3.48,-2.35,0.16,-2.78,-3,-2.6,-0.02,-1.66,-2.2,-2.21,4.29,-2.3,-6,-0.35,4.44,-2.29,,-4,-0.8,3.6,-2.1,3,0.46,-6,1.74,0.44,-5.94,2.4,-1.91,,3.2,-2.54,,2.9,-2.7,2.5545865586,16,19,14
Detroit,Kansas City,4.5,5.55,5.69,6,8.29,5.83,7,3.36,12.04,7.4,7.31,4.07,13.97,4.6,7.95,4.81,4,4.66,5.5,9.65,11.68,5,4.5,6.35,4.5,6.56,4.51,5.09,8.94,4.5,1.3,5.52,6.04,5.3,5.97,-2.1,7,3,4.19,12.24,4.81,,7,5.75,0.6,7,3,4.46,9.2,3.99,6.18,8.12,4.2,3.07,,0.2,7.82,,13.41,5.8,2.9156602279,16,25,20
Indianapolis,Houston,7,13.94,11.81,16,17.39,12.66,12,12.76,13.64,18.3,10.97,16.53,13.02,9.98,13.43,8.85,10,15.79,15,13.92,24.24,15,8,15.99,5,14.15,13.74,13.45,14.5,9,13,9.57,11.54,12.1,13.58,13.41,7,8,15.53,22.59,12.12,,9.57,13.01,22.6,12.8,13,16.17,10.1,10.35,6.64,16.61,11.3,5.67,,6.4,19.2,,22.39,14.8,3.7802266277,16,38,15
Jacksonville,Oakland,13.5,13.41,10.75,13,15.61,13.63,15,14.83,17.05,22,14.63,20.85,14.71,10.41,11.01,8.25,11,12.58,10.5,13.83,9.2,16,13.5,14.31,6.5,13.67,13.27,14.49,16.9,13.5,10.8,9.67,10.74,10.6,13.16,8.77,12.2,14,12.99,11.62,10.98,,5.41,13.34,17.3,13.5,13,14.83,18.8,9.51,7.53,16.64,14.8,8.17,,10.3,26.02,,11.73,17.4,3.4304240772,16,49,11
Minnesota,Washington,6.5,4.45,7.35,4,7.34,6.3,7,8.45,12.75,2.6,5.37,12.46,11.79,6.39,8.66,5.69,7,4.33,5,5.56,4.41,8,6.5,6.05,3.5,3.79,5.12,8.14,6.93,6.5,5.5,3.76,4.34,4,4.99,3.88,6.4,9,5.62,8.19,2.26,,0.96,6.03,5.8,7,4,6.4,7,6.32,4.56,5.54,1.9,3.24,,12.2,9,,7.3,6,2.4208466954,16,21,32
New England,Miami,22,31.27,17.5,32,24.51,24.7,25,28.27,26.78,31.9,24.9,28.59,23.58,19.54,28.18,17.94,23,26.2,28,25.5,22.61,30,22.5,30.86,10,37.13,28.14,22.69,31.78,22.5,33.1,19.23,23.54,25.6,28.51,22.29,19.3,13,32.27,32.39,26.5,,27,25.9,27.5,19.9,20,32.83,28.3,21.22,17.5,44.79,8.7,16.09,,12.6,30.72,,30.06,31.4,6.4581975386,16,28,7
New Orleans,Philadelphia,3,-1.92,-2.33,-0.25,-6.27,-0.08,2,2.04,3.82,-4.9,1.15,5.71,4.05,1.93,1.09,2.95,5,-1.62,-3,-4.26,-11.5,2,2.5,-1.87,1.5,-0.18,-3.73,1.34,-1.6,3,0.1,0.95,-2.06,-2.5,-0.19,-0.21,1.2,1,-4.64,-16.57,0.19,,-4.15,0.1,-9.7,0.2,2,-1.04,0.1,2.9,-0.04,-0.55,-2.8,3.24,,7.9,-3.52,,-13.57,-2.2,3.7063116349,16,23,38
San Diego,Denver,8.5,10.62,8.69,12,13.73,10.36,12,14.29,16.05,13.8,12.49,10.32,13.06,10.64,7.81,8.92,11,11.69,9.5,11.33,15.79,15,8.5,14.02,3.5,8.59,12.86,8.44,14.01,9,12.3,7.29,9.64,9.5,10.87,10.2,9.5,5,14.9,20.18,7.18,,3.85,10.63,5.2,11.6,8,15.58,14.8,10.26,5.78,11.8,5.2,6.47,,6.8,12.74,,19.53,13.7,3.4927627182,16,23,3
San Francisco,Tampa Bay,-6,-10.76,-8.34,-9,-9,-8.77,-5,-7.41,-3.29,-9.9,-10.93,-12.27,0.32,-10.72,-9.92,-4.39,-7,-11.45,-8,-17.09,-6.54,-8,-6.5,-11.25,-5,-8.75,-13.84,-5.11,-5.3,-7,-16,-4.49,-10.56,-10.4,-9.79,-3.09,-6.4,-4,-13.47,-10.4,-7.37,,-10.62,-8.9,-13.6,-12.1,-6,-11.96,-8.8,-5.73,-8.04,-10.68,-3.3,-4.92,,-9.3,-7.09,,-12.68,-14.9,3.5204580214,16,21,19
Seattle,Baltimore,10,10.55,11.27,10,12.61,11.01,11,10.68,20.82,8.9,13.89,11.74,18.31,12.19,11.4,9.33,12,9.95,9,12.75,20.83,10,10,11.65,5.5,10.3,10.88,11.45,11.45,10.5,13.8,7.52,9.14,8.9,10.92,2.76,9.3,8,10.9,13.63,8.92,,17.5,11.09,7.8,11.2,5,12.83,13.5,10.53,11.17,14.05,3.6,7.3,,11.5,13.54,,21.71,12.9,3.656887413,16,27,6
St. Louis,Pittsburgh,-7.5,-10.58,-4.09,-10,-13.66,-8.25,-4,-6.46,2.81,-9.8,-7.64,-7.5,7.78,-11.65,-7.39,-5.64,-8,-15.1,-11,-15.16,-12.91,-11,-7.5,-12.16,-4,-7.62,-13.96,-4.48,-5.22,-9.5,-18.8,-4.57,-11.06,-10.2,-9.56,-8.77,-4.3,-10,-15.94,-7.1,-7.84,,-8.92,-8.46,-11.5,-10.2,-7,-13.75,-6.5,-7.69,-5.65,-7.91,-2.7,-3.68,,-2,-9.36,,-11.4,-10.5,4.4302447543,16,24,41
Tennessee,N.Y. Jets,9,10.57,6.53,9,5.21,6.6,3,2.7,7.35,10.5,5.41,5.59,8.53,6.48,1.87,5.8,8,1.24,7.5,9.5,-1.04,0.01,8.5,8.05,6.5,13.44,8.28,4.44,7.29,9,6.3,8.08,6.44,6,8.14,5.91,1.7,9,5.16,6.3,5.58,,19.5,6.51,10,6.6,6,7.26,-1,6.45,6.98,13.68,0.5,6.87,,5.5,7.2,,2.1,6.2,2.9557870559,16,10,6
Arizona,St. Louis,6,8.96,5.77,10,9.26,7.44,6,6.14,9.12,5.6,7.36,7.17,8.24,7.84,6.88,7.54,8,7.04,10,6.99,0.91,6,6,,,8.55,9.54,6.85,7.84,6,8,6.63,7.24,6.9,8.75,6.03,4.6,6,8.96,1.52,4.13,,10.5,7.54,7.7,8.9,5,9.04,4.6,7.92,4.4,8.5,2.4,5.39,,8.2,7.52,,2.93,9.1,1.863601679,17,48,19
Atlanta,Seattle,-1,-7.97,-4.29,-9,-9.23,-6.83,-9,-11.81,-4.64,-3.4,-14.32,-4.89,-2.02,-11.28,-9.62,-5.82,-5,-11.55,-4.5,-8.63,-4.27,-13,-2,,,-5.2,-11.25,-8.35,-5.57,2,0.5,-2.87,-7.66,-8.9,-9.18,-4.26,-9.1,-6,-11.93,-0.64,-5.24,,-6.05,-6.53,-12.7,-11.3,-3,-11.64,-15.6,-7,-2.35,-7.92,-0.8,-4.92,,2.1,-1.83,,-7.42,-13.2,3.7547265854,17,44,41
Baltimore,Pittsburgh,-3.5,-8.11,-5.35,-8,-4.33,-6.84,-7,-7.04,-6.49,-6.7,-10.67,-6.06,-2.27,-10.24,-8.52,-5.16,-6,-11.88,-7.5,-10.63,-5.25,-9,-4.5,,,-6.42,-10.11,-3.08,-6.02,-3.5,-2.8,-3.12,-7.76,-8.6,-7.71,-1.77,-7.2,-8,-11.59,-1.05,-8.5,,-6.79,-6.79,-6.7,-8.4,-3,-11,-11.6,-6.4,-5.59,-9.39,1.6,-4.73,,-2.9,-7.68,,-4.46,-9.1,2.8180426013,17,27,21
Chicago,New Orleans,-1,5.81,2.34,5,1.41,3.47,4,5.27,1.23,9.4,2.44,4.15,-0.89,0.89,5.95,2.42,-1,4.6,6.5,5.28,-5.86,4,0,,,5.63,6.03,1.18,5.68,-1,4.3,4.62,2.64,4.6,3.84,2.36,5.5,4,5.84,-4.66,2.37,,-1.33,4,2.2,6.2,2,4.08,11.9,2.69,4.36,5.01,-5.7,-0.09,,0.3,-0.83,,-4.75,6.6,3.2623814548,17,33,25
Cleveland,San Francisco,11,10.73,4.17,11,13.29,10.11,8,9.38,9.89,9.8,8.8,13.19,9.68,9.39,9.76,7.48,8,10.04,13,14.37,11.66,10,11,,,7.95,14.58,10.14,13.15,11.5,5.6,7.2,13.24,9.5,10.28,6.57,6.3,6,13.18,13.55,4.46,,16.5,9.95,9.3,13,9,12.28,11.5,8.76,10.45,7.88,3.1,6.77,,8.2,8.77,,13.57,14.8,2.7770893728,17,20,7
Denver,Minnesota,-2.5,-2.12,-0.35,-3,0.36,-1.98,-1,-3.72,0.96,-1.8,-5,1.08,3.12,-5.15,-3.77,-1.86,-3,-6.21,0.01,-3.39,1.08,0.01,-2.5,,,-0.71,-3.59,0.05,-3.13,-3,-3.4,0.24,-4.16,-4,-3.04,-0.01,-2.7,-4,-6.44,2.29,-2.26,,-0.77,-2.12,-0.2,-5.1,2,-5.62,-3.5,-2.64,0.61,-3.86,2.1,-1.42,,4.6,-4.97,,1.64,-3.6,2.3991432098,17,22,19
Green Bay,Detroit,5,11.62,6.8,14,15.39,10.66,12,14.27,12.99,10,11.29,6.68,10.25,10.95,10.6,9.77,7,12.22,10.5,12.14,28.45,15,6,,,10.03,13.32,13.25,13.37,3,9.2,7.41,11.14,8.9,11.7,10.31,10.5,6,14.13,22.8,6.73,,10.12,10.77,19.3,11.8,11,14.19,15.5,11.03,5.84,10.78,4.9,6.36,,4.6,9.38,,33.01,15.6,4.6911191328,17,34,13
Houston,Jacksonville,6.5,-5.52,-3.83,-6,-2.44,-3.92,-7,-7.73,-0.74,-8,-8.98,-1.88,2.6,-4.69,-5.59,-1.89,2,-4.2,-3.5,-11.25,-0.47,-9,5,,,-4.4,-6.89,-3.77,-6.81,4,3.5,-1.29,-2.76,-5.4,-5.08,-1.63,-5.3,-5,-6.89,2.05,-4.22,,-3.26,-4.3,-8.9,-5.5,-4,-6.53,-11.2,-2.25,1.73,-6.45,-0.3,-2.03,,6.4,-7.01,,1.1,-9.5,3.3349789432,17,42,28
Indianapolis,Tennessee,-4.5,13.31,7.26,13,14.03,11.26,16,16.52,10.95,16.8,14.94,8.12,7.77,10.25,15.37,9.17,2,14.67,13,13.78,12.91,20,-3,,,12.31,14.35,13.5,13.91,-4,-3.3,8.77,11.54,12.5,12.45,11.45,12.6,7,16.07,14.63,9.08,,4.68,12.38,19.6,14.1,12,16.55,19.9,10.98,6.74,15.39,8.1,5.77,,5.4,8.92,,13.72,16.8,4.0145044718,17,10,16
Miami,Cincinnati,-2.5,-1.28,-3.6,-6,-7.14,-2.71,-4,-4.27,-3.25,-2,-4.37,-2.7,-2.45,-4.43,-2.37,-1.8,-4,-4.64,-1.5,0.75,-4.95,-5,-2.5,,,-6.26,0.82,-5.1,-1.54,-3,-3.2,-0.76,-1.16,-2.4,-4,-3.45,-3.4,-3,-2.59,-0.48,-8.43,,-0.92,-2.59,1.2,-1.8,-1,-6.15,-5.7,-2.08,0.15,-7.94,-2.8,-2.24,,1.4,-2.35,,-4.2,1.5,2.0354715953,17,25,38
N.Y. Giants,New England,-13.5,-13.22,-12.97,-13,-18.64,-10.33,-10,-12.72,-5.63,-8.9,-9.26,-15.56,-3.96,-6.96,-10.23,-6,-10,-10.19,-12.5,-12.91,-19.58,-12,-13,,,-13.11,-13.5,-9.93,-7.55,-14.5,-17.1,-4.32,-10.16,-11.8,-11.47,-13.02,-5.1,-6,-16.2,-22.51,-7.5,,-22.5,-10.1,-10.1,-8.8,-7,-16.12,-5.8,-8.09,1.05,-17.06,-9.6,-4.39,,-12.4,-10.91,,-24.19,-13.8,4.5942018572,17,35,38
N.Y. Jets,Kansas City,4.5,0.96,3.42,1,5.25,4.42,9,8.46,4.42,3.2,5.17,9.93,4.28,3.32,7.15,3.9,3,7.45,1.5,4.99,2.94,12,4.5,,,-2.24,3.53,5.73,5.78,6.5,1.1,1.64,2.74,2.1,2.25,0.46,9.1,4,4.48,-2.14,1.58,,7,4,-0.3,6.8,4,4.58,15.3,3.89,0.82,-0.84,2.5,1.58,,7.9,-1.42,,0.67,6.6,3.4673616568,17,13,10
Oakland,San Diego,-9.5,-9.27,-6.67,-10,-14.65,-9.03,-9,-13.26,-4.43,-13,-12.42,-14.58,-2.67,-8.55,-7.48,-4.21,-9,-6.64,-5,-8.87,-11.53,-15,-9.5,,,-8.4,-10.35,-7.11,-7.01,-9,-8.5,-3.88,-6.16,-8.1,-9.07,-7.56,-8.7,-9,-12.39,-12.21,-7.04,,-6.96,-8.87,-10.6,-8.9,-6,-12.04,-13.8,-5.42,-5.73,-10.76,-5,-3.85,,-11.3,-13.91,,-13.1,-13,3.4125671215,17,17,30
Philadelphia,Buffalo,7.5,8.61,12.39,7,7.89,9.71,12,11.73,9.22,13.4,11.47,14.78,6.54,8.58,10.96,7.1,7,12.84,6.5,12.89,6.37,13,7.5,,,6.61,10.75,5.38,10.77,7.5,8.7,5.67,6.04,8,7.27,6.57,12,5,12,-1.6,6.21,,10.19,10,21,10.7,10,12.38,17.3,8.19,5.6,7.79,7.1,2.47,,10.1,12.42,,4.72,12.4,3.6899527393,17,17,9
Tampa Bay,Carolina,-3,8.45,5.68,7,8.03,7.79,8,8.42,8.4,5.4,7.56,3.83,7.19,11.1,7.73,8.31,3,10.98,10,8.22,16.59,12,-1.5,,,6.58,10.49,8.32,8.1,0,10.6,6.19,9.14,7.8,8.26,1.81,6.9,8,11.34,7.35,5.22,,7.06,8.07,13.5,9.8,7,11.41,8.6,9.47,9.72,6.36,-1.1,5.22,,-3.3,7.55,,15.7,12,3.0690616519,17,23,31
Washington,Dallas,9,-5.65,-3.13,-6,-5.15,-1.64,-1,-3.14,1.35,0.01,-1.67,5.27,2.19,-4.02,0.66,-1.39,3,-4.95,-8.5,-7.25,-7.12,-3,7.5,,,-6.61,-4.99,-4.9,-5.13,9,3.1,-1.55,-4.66,-4,-5.24,-7.93,4.1,-2,-5.72,-5.74,-6.43,,17,-2.44,-14,-2.3,-4,-4.96,5.1,-2.52,2.57,-7.93,-6.1,-1.28,,1.9,6.87,,-6,-4,3.914435472,17,27,6
Pittsburgh,Jacksonville,-3,-1.7,2.35,-0.25,3.93,0.05,-2,-2.34,-0.19,-5.2,-4.53,2.26,-0.3,3.08,-3.38,3.5,-1,4.51,,-2.61,2.07,-1,-2.5,1.08,2,-2.65,-0.82,-0.69,-2.24,1,-1.3,0.58,1.47,-0.9,0.63,3.42,-3.3,3,,,-2.03,,1.15,-0.25,-1.3,-0.5,2,2.27,-4.4,3.67,2.42,,2.6,0.73,,1.9,,,,-5.4,2.6206728231,18,29,31
San Diego,Tennessee,10,7.66,4.35,6,9.26,8.34,9,11.76,11.12,7.2,9.09,13.06,10.24,7.57,8.52,6.6,8,9.48,,12,5.28,14,10,9.79,3,5.7,9.84,9.05,8.39,7,10,5.2,7.67,7.3,8.13,6.56,6.7,6,,,3.73,,13,8.3,6.3,9,10,10.77,9.3,7.88,5.91,,2.7,3.46,,8.2,,,,12,2.5922052523,18,17,6
Seattle,Washington,3,-0.62,3.98,1,4.28,1.14,0.01,1.88,6.64,-9.7,-0.72,-0.68,9.8,5.55,-5.18,5.39,1,-2.75,,1,2.23,5,3,0.3,4,-2.44,1.22,5.16,-1.57,5,-7,0.31,-0.73,-1.8,1.26,6.84,-3.9,3,,,-4.59,,0.96,1,2.6,-0.7,3,3.01,-7.7,5.68,0.31,,0.1,3.29,,5.3,,,,0.7,3.9112447843,18,35,14
Tampa Bay,N.Y. Giants,3,-1.1,-0.7,0.25,0.12,0.93,0.01,0.62,3.83,-2.8,-0.92,1.88,3.31,4.46,-3.62,4.36,1,0.19,,-1,1.81,2,3,0.98,3,-2.35,0.09,2.03,-2.22,1,-1.7,0.55,-0.13,-0.9,0.12,0.05,3.5,-1,,,-3.57,,2.96,0.4,-3.2,-0.6,1,3.27,-4.5,4.53,3.22,,-5.7,2.28,,4.2,,,,-0.4,2.5152205496,18,14,24
Dallas,N.Y. Giants,7,7,1.39,8,4.77,6.38,3,4.39,1.1,,3.76,10.49,-0.44,7.29,2.36,6.3,9,7.65,8,8.67,4.96,5,7,,4,7.25,6.83,4.77,8.31,7.5,6.4,,6.9,5.6,7.39,8.07,2.2,6,,,4.88,,14.5,6.59,9.8,6.3,10,8.48,-0.6,7.16,6.46,,-3.2,5.48,,5.6,,,,,3.1715573637,19,17,21
Green Bay,Seattle,7.5,9.7,2.9,9,8.53,7.46,3,4.29,11.78,,6.34,11.81,9.88,4.4,4.9,4.12,10,8.62,10,9,22.26,8,7.5,,1.5,11.47,7.84,5.07,9.81,9,2.9,,8.2,7.2,9.37,3.83,0.6,10,,,8.81,,13,8,9.7,7.3,8,6.23,-0.2,5.03,7.48,,0.4,4.93,,9.3,,,,,3.3245477912,19,42,20
Indianapolis,San Diego,10.5,5.71,2.7,6,3.18,6.21,6,3.64,8.97,,3.35,10.43,7.82,5.07,2.12,4.73,7,5.1,5.5,3.82,4.62,3,9.5,,3,5.66,5.84,5.47,6.19,9,3.9,,5.7,4.6,4.94,8,4.2,10,,,2.63,,14.5,5.66,11,5.4,10,6.91,0.2,5.37,6.27,,3,5.31,,11.1,,,,,2.4347247164,19,24,28
New England,Jacksonville,13.5,15.54,6.91,16,13.51,11.7,11,10.98,16.7,,6.85,15.96,15.92,8.11,10.12,8.39,13,13.9,16.5,12.89,9.99,10,13.5,,3.5,18.05,13.53,7.86,13.52,11,13.1,,11.5,12.2,14.39,15.92,3.5,7,,,11.7,,22,12.7,12.7,10.4,16,15.18,5.9,10.86,9.21,,3.9,6.96,,3.4,,,,,4.121443681,19,31,20
Green Bay,N.Y. Giants,7.5,5.81,-0.94,8,3.98,6.35,5,7.58,8.57,,8.61,9.11,7.63,8.18,3.85,7.03,7,7.14,6.5,5.34,4.55,7,7.5,8.04,,4.45,7.04,4.42,6.24,7,8,,7.1,5.5,7.95,4.01,2.6,5,,,2.65,,13,7,4.4,8.7,7,8.95,7.5,7.63,5.35,,-4.9,5.42,,2.7,,,,,2.7990083703,20,20,23
New England,San Diego,14.5,12.08,6.66,14,8.82,10.61,9,8.94,15.86,,6.07,7.98,15.56,7.12,6.72,7.66,11,7.87,15,10.34,8.97,7,14,12.16,,14.69,10.39,8.65,12,15.5,11.7,,9.5,9.7,12.24,13.2,4.4,15,,,7.03,,16.5,10.27,13.9,10.2,16,13.5,3.7,10.04,6.82,,2.7,8.25,,21.4,,,,,3.5951478213,20,21,12
New England,N.Y. Giants,12.5,10.44,9.81,12,11.72,9.9,9,12.18,9.56,,8.09,9.29,7.02,8.9,6.41,8.66,10,9.5,,10.5,5.89,12,12,12.03,,11.95,10.2,7.63,8.04,14,18.5,6.06,9.1,9.9,11.85,13.64,3,7,,,2.02,,19,9.5,11,8.8,17,15.33,5.9,10.73,3,,9.2,6.39,,,,,,,2.9576668599,21,14,17
