Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linematt,linepig,linens,linecpa,linebemiss,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,linegabrielle,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,lineself,linejohns,linegrn,linecoff,linensr,lineesp,linereister,linetsr,linetsrslots,linelog,linevia,linebenson,linemed,linekerns,linejens,lineash,linehollo,lineburd,linerout,linedok,linetsrelo,linest,linecovers,lineharm,lineherald,linewhat,linewann,linestd,vscore,hscore,week,difference
Buffalo,Tennessee,4,3.75,4.36,3,7.21,4.22,2.71,5,8.72,3.93,5.5,4.96,10.31,2.9,4.46,3.37,5.33,2,5.26,4.78,6.26,3.14,7,4,5.18,-0.5,1.11,6.35,5.4,2.28,4,2.14,3.12,2.4,3.86,7,2.5,5,4.87,0.66,2.37,6.87,6.45,4.78,8.5,3.9,6,3.7,9.6,-3,3.88,0.8,6.5,1.88,,-5.6,-2.12,5,2.5720168946,30,29,16,-1
Cleveland,Tampa Bay,3.5,6.41,3.94,5,4.42,5.08,5.05,6,5.91,2.5,5.7,5.43,7.41,2.66,5.32,4.82,4.94,4,4.93,6.62,6.36,8.15,5,3.5,6.87,1,5.23,7.73,4.55,9.22,3.5,3.77,4.92,4.5,5.33,4.3,2,6,5.5,8.1,3.79,5.38,5.54,5,0.6,4.4,5,4.86,5,5,5.73,5.6,4.3,2.35,,3.6,9.84,5.63,1.6537827859,22,7,16,-15
Dallas,Philadelphia,7,6.91,1.03,6,5.33,5.92,3.76,7,-1.03,2.34,4.7,3.72,10.95,1.87,4.68,3.67,4.67,6,4.23,5.93,12.24,1.85,7,7,6.95,2,4.73,9.8,8.05,9.35,7,3.16,3.22,3.3,6.47,11.2,3.4,9,5.62,2.7,2.73,6.85,0.3,5.93,7.6,4.1,7,4.65,4.4,11,6.63,3.1,9.2,2.17,,6,11.42,5.7,2.8068878282,23,7,16,-16
Denver,Cincinnati,3,0.03,1.2,1,0.59,-0.07,1.66,-2,8.25,-4.27,1.8,-3.23,-4.51,-2.79,-1.66,-0.1,1.97,1,-1.39,2.45,-5.1,-7.84,3,2,1.28,-1.5,1.66,-1.53,-0.29,0.88,3,1.39,-0.38,-0.8,-1.02,-1.6,-1.3,4,-1.73,-13.12,2.39,4.8,-3.68,-0.29,-0.7,0.2,2,0.95,-0.9,6,1.38,-0.9,5.9,0.63,,-0.6,-1.41,-2.24,2.641776197,23,24,16,1
Detroit,Chicago,-5.5,-20.43,-10.71,-16,-12.11,-12.15,-14.57,-12,-3.96,-9.78,-7.3,-15.4,-11.21,-10.61,-11.55,-12.49,-6.95,-8,-15.28,-9.2,-21.95,-10.23,-11,-7,-14.97,-6,-22.79,-19.06,-11.93,-16.03,-5.5,-8.17,-12.38,-13.3,-14.93,-18.4,-8.7,-8,-17.41,-15.92,-12.97,-10.04,-14.15,-11.55,-17.6,-9.8,-7,-19.73,-8.6,-17,-10.59,-23.1,0.1,-8.87,,-10.6,-5.2,-15.64,4.7395385195,26,21,16,-5
Green Bay,Minnesota,3.5,-0.34,-2.36,1,-1.15,-0.17,1.69,0.01,3.9,-3.03,1.1,-0.06,0.21,-3.13,-2.11,1.32,1.22,1,-2.6,-1.69,-3.98,-15.42,-2,2.5,0.25,-3,2.19,-3.27,-0.32,6.08,3.5,1.55,-0.28,-0.3,0.64,-6.5,1.1,5,-2.77,-13.13,2.32,2.69,2.26,-0.06,-2.8,-0.1,1,0.4,-0.8,-6,1.3,-2.6,4.3,-0.67,,1.7,-1.43,-1.53,2.592505201,7,9,16,2
Houston,Indianapolis,-9,-11.73,-6.85,-11,-11.63,-7.94,-10.68,-5,-30.45,-7.6,-2.4,-10.52,-5.21,-7.06,-4.76,-6.17,-3.5,-7,-10.34,-4.54,-8.3,-3.18,-10,-9,-8.84,-3.5,-14.08,-10.2,-8.35,-8.81,-9,-4.66,-9.18,-7.9,-7.15,-8.6,-4.7,-10,-11.04,-1.77,-10.47,-4.54,-6.16,-7.6,-17.3,-6,-4,-14.97,-10.3,-18,-6.06,-10.7,-5,-9.75,,-4.4,-4.03,-9.81,4.9846079286,24,27,16,3
Jacksonville,New England,3,-0.08,-0.25,0.25,1.43,1.34,-1.18,6,3.16,-0.64,1.2,0.54,4.39,-2.07,2.57,4.11,1.79,1,0.2,1.35,-1.56,6.04,3,3,2.93,1.5,-1.43,2.24,2.75,-0.61,2.5,0.84,1.22,0.6,2.5,3.7,2.1,-7,0.99,5.77,-0.83,3.9,-7.87,1.35,4.6,1.9,2,-1.54,6.1,4,4.23,-1,6.2,0.35,,0.9,-1.26,2.16,2.4875271668,24,21,16,-3
Miami,N.Y. Jets,2.5,-0.92,1.68,0.25,2.43,1.13,-2.64,6,-0.38,-2.62,1,-3.52,-1.99,-2.28,3.31,0.7,2.43,1,-0.16,1.88,-0.79,-2.08,3,2,1.71,0.01,-2.8,0.91,3.93,0.42,1.5,0.27,-0.38,-0.6,2.54,-0.3,0.1,4,0.87,-6.27,-2.98,4.93,-0.14,0.7,9.3,0.7,4,-1.43,0.8,7,0.46,-4.5,8.9,-0.41,,-0.6,-1.9,0.8,2.932613284,13,10,16,-3
N.Y. Giants,New Orleans,3,1.33,-4.98,1,1.36,-0.02,-0.09,2,-11.04,-6.1,1.5,-2.76,-1.73,-5.07,-0.76,-0.07,0.56,-1,-1.08,2.06,2.12,-9.13,0.01,2,1.58,0.5,0.94,1.72,-0.24,0.77,3,1.46,0.62,0.2,0.56,7.3,-1.8,1,-0.47,-9.45,0.76,4.27,-3.85,0.2,-1.1,0.3,6,0.16,-4.6,-10,3.58,-3.2,5.8,-2.1,,-1,9.84,-1.16,3.6000976968,30,7,16,-23
Oakland,Kansas City,-6.5,-8.77,-3.37,-6,-4.44,-5.24,-6.99,-3,-14.16,-4.52,-3,-6.36,-4.04,-4.34,-6.04,-6.75,-2.05,-4,-7.3,-4.82,-7.42,-5.17,-8,-6.5,-5.6,-2,-11.51,-6.98,-5.91,-7.36,-4,-3.43,-6.08,-6.6,-4.92,-4.8,-4.8,-8,-7.58,-4.07,-7.11,-3.42,-5.48,-4.92,-0.6,-4.5,-1,-10.31,-9.6,-11,-2.93,-9.4,2.3,-4.33,,-2.6,-3.85,-7.25,3.1028116301,20,9,16,-11
Pittsburgh,Baltimore,3,-6.04,2.61,-3,4.56,-0.96,-4.51,-1,14.19,-0.85,-0.2,-1.3,2.14,-0.91,-3.5,-0.39,0.41,1,-3.24,-0.42,-8.79,4.56,3,2,-1.38,-0.5,-7.8,-4.25,0.3,-4.18,3,-1.65,-2.68,-3.2,-2.51,-0.3,-0.4,1,-2,8.21,-4.91,4.68,-7.48,-0.91,5.1,-1.3,3,-5.82,3.7,-8,-0.84,-5,8.4,-3.5,,6.3,-4.84,-2.21,4.1389775258,31,7,16,-24
San Francisco,Arizona,3.5,4.39,3.37,5,5.01,2.46,4.08,-3,8.6,1.59,1.3,1.91,-1.17,3.18,-0.92,3.24,1.72,2,-1.88,3.24,-4.2,4.73,0.01,3.5,3.75,1,7.2,0.48,4.97,8.93,3.5,3.83,3.32,2,3.43,-1.1,2.3,-3,0.02,11.69,2.08,4.62,-5.84,3,6.2,2.5,3,5.26,3.5,10,3.04,10.7,3.2,2.91,,1.2,11.65,1.32,2.8302883241,26,20,16,-6
Seattle,San Diego,-3.5,-13.33,-7.43,-11,-10.12,-8.76,-10.22,-4,-30.21,-7.63,-2.9,-10.25,-8.42,-6.52,-5.44,-12.06,-3.55,-7,-14.76,-1.57,-12.42,-12.57,-12,-4.5,-12.7,-0.5,-13.06,-14.09,-4.71,-11.47,-3.5,-4.8,-10.88,-12.4,-7.41,-9.7,-7.6,-11,-16.27,-8.27,-8.36,-5.38,-14.82,-8.42,-5.3,-9,-3,-10.89,-15.9,-11,-8.37,-13.1,5.3,-5.17,,-7.5,-11.33,-15.94,5.5279463846,20,17,16,-3
St. Louis,Washington,3,0.23,6.49,1,0.09,1.08,0.94,2,1.53,-0.46,3.6,0.88,-2.08,0.33,2.56,-1.11,3.96,3,-0.93,2.56,0.83,-2.18,2,3,-0.36,-1,-0.08,0.56,1.15,2.1,3,0.82,-1.98,-2.3,0.75,-0.2,0.9,3,-2.6,-5.69,1.34,2.74,-1.44,0.88,7.2,-0.5,3,1.52,2.5,7,-0.3,-1.5,5.6,1.67,,3.2,-4.53,-2.7,2.3393448486,31,37,16,6
Baltimore,Buffalo,9,8.8,13.14,8,14.07,8.1,8.26,9,-20.69,3.64,7.2,7.97,2.62,4.12,9.35,5.02,8.12,10,7.19,6.27,6.88,8.97,11,9,10.55,,10.4,7.2,8.69,13.37,8.5,5.36,4.87,5.1,9.62,5.8,2.7,8,8.47,10.48,5.26,,9.44,8.06,10.4,6.3,9,10.64,6.1,17,7.64,8.7,13.1,7.66,,2.5,9.81,,5.5529786648,7,19,17,12
Chicago,Green Bay,3,16.56,8.34,15,14.03,11.86,12.63,14,1.83,2.48,13.2,14.22,9.43,2.42,14.05,11.58,12.04,7,18.41,12.61,21.55,12.03,18,4.5,17.85,,14.93,18.48,14.28,19.98,3,8.12,10.87,10.9,14.29,22.4,6.4,-2,17.65,13.02,11.79,,11.53,12.32,11.9,10.7,13,15.57,10.8,3,12.77,12,10.5,11.69,,5.3,8.86,,5.2132492698,26,7,17,-19
Cincinnati,Pittsburgh,6,5.07,2.63,5,0.34,3.79,5.28,6,-14.11,0.17,4.4,4.91,0.92,0.11,2.65,4.73,3.54,4,4.08,3.58,7,4.53,2,6,5.89,,5.48,4.69,1.58,5.48,6.5,3.58,3.77,3.5,3.2,1.2,1.5,3,2.86,3.15,3.93,,6.48,3.89,-0.5,3.7,5,4.86,6.7,7,5.52,3.8,1.8,4.2,,1.9,9.15,,3.3785798773,23,17,17,-6
Dallas,Detroit,12.5,17.45,11.32,16,13.34,12.94,13.46,11,14.88,5.74,8.8,12.89,15.57,5.94,10.39,10.85,9.13,12,12.64,14.11,22.64,13.09,11,12.5,17.21,,18.42,18.01,16.5,20.42,12.5,9.09,11.37,10.7,15.36,18.3,6.9,9,14.82,14.51,10.22,,13.8,12.52,20.5,10.4,12,16.21,9.1,12,12.92,15.7,12.4,11.25,,9,12.68,,3.7401194191,39,31,17,-8
Denver,San Francisco,10.5,12.68,11.7,11,19.67,10.94,10.11,11,14.12,6.19,7.6,9.46,13.06,5.5,8.18,9.92,7.2,9,12.96,10.34,14.63,12.96,15,10.5,14.75,,11.9,14.99,12.33,13.56,10,6.74,9.27,8.6,11.12,9.9,5.3,12,13.67,15.43,10.45,,7.7,11.06,14.3,8.8,12,12.13,13.9,20,10.55,12.4,16.4,9.79,,4.8,-2.32,,3.3815224818,26,23,17,-3
Houston,Cleveland,4,4.26,5.55,4,0.22,4.56,3.95,7,-9.08,0.08,2.6,4.06,8.7,0.05,2.45,8.24,3.26,4,3.48,1.92,6.33,5.06,4,4,5.07,,5.31,3.22,2.43,7.07,4.5,3.52,3.07,3.1,5.25,6.5,5.2,3,2.08,7.03,4.38,,1.91,4,5.1,3.6,4,2.95,11.6,10,3.33,6.4,2.5,2.88,,5.1,13.75,,3.2349103741,6,14,17,8
Indianapolis,Miami,9,10.05,7.94,10,10.52,7.58,9.75,8,12.59,2.45,5.9,8.4,7.16,3.4,5.74,6.43,5.86,7,7.79,6.7,9.33,13.11,7,9,10.83,,12.65,7.85,8.19,11.55,9,6.34,7.17,5.7,8.66,12.2,3.2,6,7.33,13.35,10.86,,-4.13,7.88,8.3,6.5,8,11.45,5.2,14,9.54,12.7,9.3,7.91,,9.6,8.79,,2.6327355375,22,27,17,5
Kansas City,Jacksonville,2.5,-3.17,3.25,-2,4.43,-2.4,-1.28,0.01,-7.53,-6.42,0.4,-2.8,-4.72,-3.5,-2.63,-2.85,0.03,1,-6.23,0.48,-7.81,4.59,-1,1.5,-3.19,,-0.61,-7.01,0.52,-3.13,2.5,-0.26,-4.93,-3.9,0.24,-8.8,-2.2,1,-7.12,6.51,-0.75,,-13.43,-2.42,-12.4,-3,2,-1.84,-3.9,-3,-1.53,6.3,7.4,0.3,,1.5,-7.4,,3.6638669148,30,35,17,5
Minnesota,St. Louis,-2.5,3.27,4.23,3,7.59,2.73,2.66,2,-7.49,-1.58,3.2,0.89,1.12,-2.44,2.12,2.94,2.7,-1,0.72,4.42,3.33,-2.54,4,-1,5.47,,1.41,5.06,5.15,0.43,1,1.88,3.77,2.6,3.46,6.7,-0.8,3,3.93,0.82,-1.57,,3.75,2.97,-5.1,3.9,6,1.52,2.1,7,4.55,-1.9,5.3,2.74,,1.5,7.14,,3.0441728699,41,21,17,-20
N.Y. Jets,Oakland,12.5,16.38,11.92,11,8.56,12.2,13.37,13,26.09,7.6,9.6,14.08,15.23,5.45,10.26,15.34,8.04,11,12.62,12.25,15.66,6.78,11,12.5,14.82,,19.11,14.21,12.47,23.22,13,9.24,11.67,11.1,15.2,10.1,9.5,14,12.24,7.09,12.77,,14.04,12.08,3.9,9.7,8,16.11,20.5,8,10.65,15.7,7.9,10.24,,14.3,10.66,,4.4734906852,3,23,17,20
New Orleans,Carolina,-3,8.12,2.33,8,-0.64,7.97,7.9,11,24.78,4.56,7.7,12.46,11.69,0.27,9.12,10.34,7.88,9,10.62,7.21,3.1,0,13,-1.5,11.35,,7.62,8.61,6.55,11.65,3,5.02,7.17,6.6,7.96,5.8,7.8,7,10.05,1.07,5.73,,9.82,7.96,13,7.4,5,10.19,20.9,10,6.15,1.6,0.2,7.96,,12.8,-4,,4.6679742216,31,21,17,-10
Philadelphia,Atlanta,8.5,7.92,7.36,8,4.69,8.36,6.66,11,17.12,3.89,5.8,11.21,13.88,2.67,6.4,12.27,6.11,8,8.13,5.22,1.92,7.8,10,8.5,10.07,,7.58,8.26,6.99,11.91,7,4.92,7.97,6.6,8.07,7.7,8.2,9,7.78,1.79,4.46,,7.64,7.85,12.3,7,6,8.53,19.7,15,7.22,5.5,5.9,7.67,,5.2,12.29,,3.4787847034,17,24,17,7
San Diego,Arizona,13.5,20.66,14,21,21.24,15.8,17.05,13,30.84,11.29,10.1,14.74,16.88,9.62,12.1,13.99,11.06,13,16.32,14.61,15.66,16.32,19,13.5,22.01,,22.64,19.26,18.03,26.2,14,11.1,15.87,15,19.1,13.6,8.4,20,20.43,25.1,12.05,,15.03,15.34,15.7,12.9,14,20.43,16,20,14.57,22.4,12.1,14.81,,7.8,13.51,,4.7129303245,20,27,17,7
Tampa Bay,Seattle,3,-1.52,0.45,-2,-1.65,-0.06,-1.04,2,12.66,-4.16,-0.9,-1.91,-1.13,-4.5,-3.68,2.95,-0.89,1,0.38,-2.9,-3.99,5.39,0.01,2,1.89,,-2.02,-0.98,-2.06,-2.13,3,-0.03,-1.73,-0.6,0.43,-3.1,1.2,5,-0.06,2.6,0.21,,-1.78,-0.75,5.1,1.1,1,-3.61,4.3,4,1.82,-0.9,2.1,-4.03,,-0.4,11.07,,3.2305345672,23,7,17,-16
Tennessee,New England,3,-4.91,-8.5,-4,-10.67,-3.8,-2.31,0.01,11.56,-8.1,-3.1,-2.82,1.91,-7.87,-7.46,1.68,-3.69,1,-7.7,-1.71,-6.81,-14.18,-4,2,-4.2,,-2.31,-7.62,-3.26,-4.91,3,-0.6,-3.83,-3.3,-3.48,-7.4,1.3,-2,-8.91,-12.27,-1.3,,-6.3,-3.44,-16,-3.3,-4,-6.26,2.4,-10,-0.92,-4.9,-3.4,-1.32,,1.7,-1.39,,4.5474313685,40,23,17,-17
Washington,N.Y. Giants,-2.5,-2.44,-2.28,-1,-0.81,-0.39,-1.35,3,20.54,-5.15,1.3,0.7,3.32,-5.77,-0.5,1.11,1.23,-1,-1.66,-0.61,-4.67,-1.78,2,-2.5,-0.06,,-2.73,-2.16,-1.11,-2.27,-3,-0.38,-2.73,-2,-0.18,-7,1.3,-7,-2.57,-2.16,-1.93,,-4.4,-0.56,0.7,-0.2,1,-3.78,8.8,7,0.05,-3.8,5.8,0.12,,0.2,-2.68,,4.6383167192,34,28,17,-6
Indianapolis,Kansas City,7,8.26,9.41,9,10.24,6.21,7.42,5,-2.41,2.33,3.9,4.01,8.67,3.07,3.9,4.03,4.47,6,6.42,5.72,8.49,14.34,4,7,8.48,,9.68,7.21,6.99,,6.5,5.02,5.95,3.8,8.86,9,1.4,5,5.74,15.11,7.04,7.11,-5.3,6.21,13,4.4,10,7.61,3.3,,6.48,11.8,9.8,5.5,,7.3,,,2.9436698707,8,23,18,15
New England,N.Y. Jets,8.5,7.26,7.07,8,9.16,8.02,6.73,9,21.99,0.74,6.8,7.57,15.08,1.1,7.83,7.21,6.92,7,8.4,6.15,8.54,-0.05,10,8.5,10.31,,5.12,9.56,9.34,,9.5,4.49,5.55,4.7,8.73,11.4,4.3,7,9.06,-1.52,3.9,8.49,7.84,7.7,15.1,5.2,16,9,12,,6.82,1.8,10.2,6.44,,4.3,,,3.9154938779,16,37,18,21
Philadelphia,N.Y. Giants,7,3.77,2.19,6,2.9,5.08,4.08,8,6.57,1.54,4.7,9.31,2.04,0.14,5.34,7.14,5.45,7,5.61,4.36,2.94,2.69,7,7,6.62,,3.49,4.03,5.89,,6.5,3.29,3.95,2.9,5.29,-2.8,5.4,10,4.16,-0.63,3.35,8.28,6.81,4.85,7.1,3.8,5,4.86,9.8,,4.21,1.7,3.7,7.8,,4,,,2.5911277564,20,23,18,3
Seattle,Dallas,3,-6.7,-1.95,-0.25,0.5,-1.3,0.3,4,22.77,-5.45,1.1,1.9,-3.59,-5.53,-1.33,3.83,0.65,1,-5.79,-1.11,-9.39,-7.63,4,2,-1.97,,-3.81,-10.13,1.38,,3,0.75,-2.85,-2.7,-0.54,-6.5,2.5,-5,-6.38,-0.1,-0.67,3.72,-6.52,-0.79,-9.2,-2.6,-1,-0.52,10.7,,-0.37,-0.6,6,-0.57,,1.2,,,5.6236597624,20,21,18,1
Baltimore,Indianapolis,4,3.13,6.06,5,6.87,4.85,2.88,7,18.88,3.83,6.7,7.73,1.39,3.39,7.07,5.85,6.76,5,3.41,3.91,3,12.2,8,4,5.56,,1.76,4.12,7.86,10.76,3.5,2.61,1.69,2.4,5.45,3.9,4.2,3,3.56,7.92,-0.17,6.74,4.89,4.73,-3,2.5,6,4.01,11.4,,4.3,4.3,7.1,4.03,,6.4,,4.58,3.4315355014,15,6,19,-9
Chicago,Seattle,8.5,9.97,9.87,11,7.84,8.58,8.37,7,-9.46,6.71,8.7,6.08,11.92,5.96,9.54,4.97,8.5,9,11.33,7.44,14.18,12.74,6,8.5,12.99,,8.49,11.47,7.59,15.88,8,5.73,7.79,6.9,10.16,14.6,4.4,7,11.83,1.07,7.36,8.51,3.95,8.5,14.2,7.1,13,10.57,-1.7,,9.85,8.6,8.5,6.4,,1.9,,9.3,4.285254615,24,27,19,3
New Orleans,Philadelphia,5,1.07,-3.6,2,-1.8,1.26,0.93,1,-2.32,0.81,3.2,2.04,-1.3,0.13,2.82,0.77,3.58,2,0.79,2.97,-4,-4,4,3.5,3.47,,-0.36,2.55,0.23,1.4,4,1.48,0.19,0,1.78,2.9,1,-3,1.35,-3.74,-0.65,2.62,0.01,1.38,4.5,1.1,3,1.46,3.3,,2.62,-3.5,4.1,2.4,,2.9,,1.18,1.9090694303,24,27,19,3
San Diego,New England,5,1.82,-0.07,3,0.27,0.93,3,2,-26.35,1.13,3.2,-1.15,-2.68,0.83,2,-0.93,2.66,6,-1.13,3.32,-2.65,-4.65,3,4,3.57,,4.61,-0.46,1.66,1.32,4.5,2.7,0.49,1,2.26,-1.15,-2.6,3,-0.1,-6.01,1.11,5.03,-4.33,1.74,-11.1,0.6,4,2.44,-8.2,,4,1.8,3.8,5.14,,3.4,,-0.87,5.4524826385,24,21,19,-3
Chicago,New Orleans,2,6.42,1.85,8,4.86,3.96,6.61,4,-6.86,0.12,6.8,1.21,-4.32,2.55,5.41,2.06,5.57,5,3.59,5.07,11.85,-0.77,2,2,7.06,,7.93,4.97,3.53,12.28,3,4.25,3.15,2.8,5.81,11.7,0.1,-5,4.24,-2.79,4.75,7.23,1,4.24,5.2,2.1,11,6.62,-4.4,,6.95,4.9,7.8,2.69,,1.7,,1.82,4.2068721556,14,39,20,25
Indianapolis,New England,3,-1.88,-1.66,0.25,-0.56,-1.07,1.26,1,-13.21,-4.1,-0.5,-1.72,-7.19,-3.92,-2.24,-2.69,-0.34,1,-3.42,1.86,-3.98,-3.05,1,1.5,0.4,,0.31,-3.28,-1.59,-1.69,3,1.42,-0.35,-1.7,0.18,-1.25,-2,1,-3.27,-5.24,1.26,3.15,-3,-0.8,-1.3,-0.3,-1,-0.04,-0.6,,1.92,-0.9,3.4,1.13,,1.1,,-4.03,2.8588600472,34,38,20,4
Chicago,Indianapolis,-7,-0.1,-1.82,0.01,-1.73,-0.55,-0.03,-2,-29.11,0.36,4.1,-2.35,-0.03,-1.32,4.57,-5.73,3.62,-2,0.44,0.41,1.28,3.5,-2,-5.5,0.14,,-2.52,1.15,-4.52,-1.01,-7.5,-0.59,-1.06,-0.6,-0.99,1.8,-2.4,-3,1.27,1.88,-0.56,-0.92,3,-0.06,1.2,1.5,0.01,-0.17,-12,,0.27,-1.6,1.2,0.75,,2.27,,-0.34,5.2665304104,29,17,22,-12
